"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"4051","GMOフィナンシャルゲート","東証GR","情報通信","20240126","10210","-290","-2.76","10500","10500","10500","10160","10264.22","27500","0.33","282266","84798","7500","13500","20230621","12700","19.61","20230117","7200","41.81"
"4052","フィーチャ","東証GR","情報通信","20240126","770","-37","-4.58","807","830","840","770","805.11","88400","1.51","71172","4509","657","957","20230608","1648","53.28","20230511","581","32.53"
"4053","Sun_Asterisk","東証PR","情報通信","20240126","992","-11","-1.1","1003","999","1013","990","999.09","135500","0.36","135377","37771","703","1303","20230208","1551","36.04","20231212","876","13.24"
"4054","日本情報クリエイト","東証GR","情報通信","20240126","672","-1","-0.15","673","663","675","663","669.09","12800","0.09","8564","9637","573","773","20230825","994","32.39","20230316","619","8.56"
"4055","ティアンドエス","東証GR","情報通信","20240126","2352","-91","-3.72","2443","2405","2421","2340","2376.42","204400","2.68","485740","17953","1943","2943","20230719","3680","36.09","20230104","1278","84.04"
"4056","ニューラルグループ","東証GR","情報通信","20240126","1079","-21","-1.91","1100","1081","1095","1071","1083.77","80500","0.53","87244","16542","800","1400","20230622","1943","44.47","20231113","912","18.31"
"4057","インターファクトリー","東証GR","情報通信","20240126","488","-5","-1.01","493","488","490","477","482.96","10800","0.26","5216","2013","413","573","20230127","896","45.54","20231227","456","7.02"
"4058","トヨクモ","東証GR","情報通信","20240126","1529","-16","-1.04","1545","1546","1567","1503","1540.66","25200","0.23","38825","16813","1145","1945","20230515","1969","22.35","20230116","1071","42.76"
"4059","まぐまぐ","東証ST","情報通信","20240126","689","-3","-0.43","692","694","698","681","687.83","26400","0.94","18159","1939","592","792","20240117","1007","31.58","20231101","482","42.95"
"4060","rakumo","東証GR","情報通信","20240126","1208","-11","-0.9","1219","1211","1223","1201","1209.73","13100","0.23","15847","6974","919","1519","20230911","1385","12.78","20230105","853","41.62"
"4061","デンカ","東証PR","化学","20240126","2554.5","-18","-0.7","2572.5","2557.5","2568","2545.5","2556.52","253100","0.29","647055","226216","2072.5","3073","20230112","3060","16.52","20231215","2382","7.24"
"4062","イビデン","東証PR","電気機器","20240126","7465","-421","-5.34","7886","7522","7657","7464","7541.68","2798900","1.99","21108415","1051524","6386","9386","20230906","9285","19.6","20230222","4350","71.61"
"4063","信越化学工業","東証PR","化学","20240126","5740","-127","-2.16","5867","5810","5818","5706","5752.74","7753100","0.38","44601599","11618466","4867","6867","20240116","5977","3.97","20230104","3158","81.76"
"4064","日本カーバイド工業","東証PR","化学","20240126","1521","-4","-0.26","1525","1523","1532","1520","1526.14","31100","0.33","47463","14327","1125","1925","20230928","1848","17.69","20230104","1247","21.97"
"4068","ベイシス","東証GR","情報通信","20240126","1334","-5","-0.37","1339","1344","1344","1321","1331.71","700","0.04","932","2484","1039","1639","20230228","2462","45.82","20231225","1288","3.57"
"4069","BlueMeme","東証GR","情報通信","20240126","1254","62","5.2","1192","1180","1260","1180","1235.86","31100","0.87","38435","4468","892","1492","20230616","2350","46.64","20231226","1029","21.87"
"4071","プラスアルファ・コンサルティング","東証PR","情報通信","20240126","2632","-24","-0.9","2656","2637","2652","2588","2630.29","242300","0.57","637319","111175","2156","3160","20230619","3650","27.89","20231031","2262","16.36"
"4072","電算システムホールディングス","東証PR","情報通信","20240126","2920","-38","-1.28","2958","2925","2959","2914","2930.77","17800","0.16","52168","31515","2458","3460","20230605","3690","20.87","20230106","2070","41.06"
"4073","ジィ・シィ企画","東証GR","情報通信","20240126","731","-20","-2.66","751","741","769","731","748.1","26600","1.06","19899","1826","601","901","20240117","1032","29.17","20231227","478","52.93"
"4074","ラキール","東証GR","情報通信","20240126","1520","26","1.74","1494","1467","1528","1461","1506.22","36100","0.47","54375","11633","1194","1794","20230613","2941","48.32","20230106","1100","38.18"
"4075","ブレインズテクノロジー","東証GR","情報通信","20240126","1325","300","29.27","1025","1325","1325","1280","1320.98","323900","5.82","427865","7372","725","1325","20230613","1676","20.94","20231226","536","147.2"
"4076","シイエヌエス","東証GR","情報通信","20240126","1749","8","0.46","1741","1740","1759","1740","1745.17","2400","0.08","4188","5083","1341","2141","20230731","2174","19.55","20230117","1270","37.72"
"4078","堺化学工業","東証PR","化学","20240126","1882","-24","-1.26","1906","1892","1900","1882","1889.38","44200","0.26","83511","31994","1506","2306","20230921","2207","14.73","20230320","1708","10.19"
"4080","田中化学研究所","東証ST","化学","20240126","869","-9","-1.03","878","871","880","864","871.38","74300","0.23","64744","28271","728","1028","20230130","1740","50.06","20231222","826","5.21"
"4082","第一稀元素化学工業","東証PR","化学","20240126","983","-10","-1.01","993","992","993","983","987.73","39900","0.16","39410","23985","843","1143","20230209","1120","12.23","20230601","875","12.34"
"4088","エア・ウォーター","東証PR","化学","20240126","1926.5","-32","-1.63","1958.5","1949.5","1949.5","1925","1934.19","564600","0.25","1092045","442623","1558.5","2358.5","20230802","2026","4.91","20230118","1504","28.09"
"4091","日本酸素ホールディングス","東証PR","化学","20240126","3707","-32","-0.86","3739","3799","3799","3702","3742.46","596400","0.14","2232005","1605475","3039","4439","20231106","4319","14.17","20230104","1915","93.58"
"4092","日本化学工業","東証PR","化学","20240126","1951","22","1.14","1929","1925","1956","1925","1946.71","57500","0.64","111936","17408","1529","2329","20230309","2088","6.56","20230106","1692","15.31"
"4093","東邦アセチレン","東証PR","化学","20240126","372","-4","-1.06","376","379","379","372","374.54","87100","0.25","32623","13027","296","456","20231228","404","7.92","20230113","220","69.09"
"4094","日本化学産業","東証ST","化学","20240126","1449","26","1.83","1423","1423","1450","1407","1436.84","42600","0.21","61210","29386","1123","1723","20231222","1452","0.21","20230106","954","51.89"
"4095","日本パーカライジング","東証PR","化学","20240126","1166","-11","-0.93","1177","1178","1183","1165","1173.19","132300","0.1","155214","154617","877","1477","20230905","1227","4.97","20230105","908","28.41"
"4097","高圧ガス工業","東証PR","化学","20240126","845","-5","-0.59","850","851","867","845","851.77","38300","0.07","32623","46963","700","1000","20231225","906","6.73","20230104","629","34.34"
"4098","チタン工業","東証ST","化学","20240126","1136","6","0.53","1130","1133","1142","1133","1137.07","4300","0.14","4889","3439","830","1430","20230307","1526","25.56","20240119","1118","1.61"
"4099","四国化成ホールディングス","東証PR","化学","20240126","1966","1","0.05","1965","1970","2005","1956","1976.26","173500","0.34","342881","99795","1565","2365","20240126","2005","1.95","20230130","1231","59.71"
"4100","戸田工業","東証ST","化学","20240126","1560","15","0.97","1545","1540","1568","1540","1555.51","11500","0.19","17888","9515","1145","1945","20230315","2734","42.94","20231226","1454","7.29"
"4102","丸尾カルシウム","東証ST","化学","20240126","1469","17","1.17","1452","1450","1469","1450","1453.17","600","0.03","872","3460","1152","1752","20240124","1470","0.07","20230616","1251","17.43"
"4107","伊勢化学工業","東証ST","化学","20240126","7980","-220","-2.68","8200","8200","8200","7970","8059.19","53200","1.04","428749","40978","6700","9700","20230614","10140","21.3","20230105","5010","59.28"
"4109","ステラケミファ","東証PR","化学","20240126","3250","-35","-1.07","3285","3265","3280","3245","3257.1","20200","0.15","65794","42943","2585","3985","20231108","3410","4.69","20230104","2415","34.58"
"4112","保土谷化学工業","東証PR","化学","20240126","3560","-35","-0.97","3595","3595","3595","3545","3570.05","10700","0.13","38200","29953","2895","4295","20240112","3835","7.17","20230104","2750","29.45"
"4113","田岡化学工業","東証ST","化学","20240126","751","-1","-0.13","752","750","755","748","751.39","21500","0.15","16155","10844","602","902","20230327","830","9.52","20231004","688","9.16"
"4114","日本触媒","東証PR","化学","20240126","5501","0","0","5501","5470","5531","5460","5505.69","94000","0.24","517535","214539","4501","6501","20230309","5990","8.16","20230323","4995","10.13"
"4116","大日精化工業","東証PR","化学","20240126","2703","-36","-1.31","2739","2739","2739","2703","2721.66","27100","0.15","73757","50311","2239","3240","20240123","2776","2.63","20230116","1660","62.83"
"4118","カネカ","東証PR","化学","20240126","3579","-44","-1.21","3623","3614","3618","3575","3591.09","162200","0.24","582475","243372","2923","4323","20230915","4288","16.53","20230116","3180","12.55"
"4119","日本ピグメント","東証ST","化学","20240126","2581","-24","-0.92","2605","2621","2621","2510","2597.52","2100","0.13","5455","4067","2105","3105","20240126","2621","1.53","20230111","2016","28.03"
"4120","スガイ化学工業","東証ST","化学","20240126","2546","-1","-0.04","2547","2546","2546","2546","2546","100","0.01","255","3496","2047","3050","20231110","2588","1.62","20230113","1853","37.4"
"4124","大阪油化工業","東証ST","化学","20240126","1543","5","0.33","1538","1540","1544","1537","1541.67","1800","0.17","2775","1656","1138","1938","20230531","2451","37.05","20230105","1401","10.14"
"4125","三和油化工業","東証ST","化学","20240126","2866","-24","-0.83","2890","2922","2922","2850","2883.01","12000","0.28","34596","12375","2390","3390","20230123","4595","37.63","20231226","2710","5.76"
"4151","協和キリン","東証PR","医薬品","20240126","2338.5","-15","-0.64","2353.5","2344.5","2352","2337","2342.1","717900","0.13","1681396","1262790","1853.5","2853.5","20230418","3150","25.76","20231030","2276","2.75"
"4165","プレイド","東証GR","情報通信","20240126","608","8","1.33","600","593","620","590","609.23","495700","1.25","301995","24198","500","700","20230629","955","36.34","20230502","555","9.55"
"4166","かっこ","東証GR","情報通信","20240126","809","5","0.62","804","804","821","791","809.08","15100","0.57","12217","2160","654","954","20230413","1967","58.87","20231215","755","7.15"
"4167","ココペリ","東証GR","情報通信","20240126","379","-9","-2.32","388","387","390","377","383.61","21600","0.27","8286","3000","308","468","20230208","706","46.32","20231226","301","25.91"
"4168","ヤプリ","東証GR","情報通信","20240126","1012","-18","-1.75","1030","1027","1055","1004","1033.21","88700","0.68","91646","13112","730","1330","20230904","1744","41.97","20230407","742","36.39"
"4169","ENECHANGE","東証GR","情報通信","20240126","1085","-24","-2.16","1109","1103","1114","1085","1098.7","169700","0.55","186450","33565","809","1409","20230309","1590","31.76","20231024","818","32.64"
"4170","Kaizen_Platform","東証GR","情報通信","20240126","243","-1","-0.41","244","244","249","243","246.32","105200","0.62","25913","4098","164","324","20230306","451","46.12","20231204","218","11.47"
"4171","グローバルインフォメーション","東証ST","情報通信","20240126","1587","27","1.73","1560","1576","1588","1572","1582.04","4500","0.15","7119","4678","1160","1960","20230509","1950","18.62","20231225","1313","20.87"
"4172","東和ハイシステム","東証ST","情報通信","20240126","1792","9","0.5","1783","1799","1800","1791","1796.64","1100","0.05","1976","3993","1383","2183","20230207","2330","23.09","20230104","1454","23.25"
"4173","WACUL","東証GR","情報通信","20240126","518","-2","-0.38","520","520","530","513","523.23","63900","0.9","33434","3698","420","620","20230824","1066","51.41","20240117","493","5.07"
"4174","アピリッツ","東証ST","情報通信","20240126","1154","-42","-3.51","1196","1197","1217","1152","1179.17","77100","1.84","90914","4829","896","1496","20240122","1390","16.98","20230323","928","24.35"
"4175","coly","東証GR","情報通信","20240126","927","-1","-0.11","928","928","937","920","928.93","2800","0.05","2601","5101","778","1078","20230201","1233","24.82","20231225","866","7.04"
"4176","ココナラ","東証GR","情報通信","20240126","379","0","0","379","380","392","375","383.79","480300","2.01","184334","9048","299","459","20230203","565","32.92","20230817","282","34.4"
"4177","i-plug","東証GR","情報通信","20240126","1260","-6","-0.47","1266","1261","1270","1254","1259.9","2100","0.05","2646","4976","966","1566","20230714","1930","34.72","20230323","1040","21.15"
"4178","Sharing_Innovations","東証GR","情報通信","20240126","780","-6","-0.76","786","790","799","779","788.55","2000","0.05","1577","2959","636","936","20230126","1127","30.79","20231225","702","11.11"
"4179","ジーネクスト","東証GR","情報通信","20240126","300","-4","-1.32","304","300","303","299","299.92","20100","0.48","6028","1264","224","384","20230613","426","29.58","20231031","287","4.53"
"4180","Appier_Group","東証PR","情報通信","20240126","1797","-16","-0.88","1813","1808","1864","1776","1815.29","875200","0.86","1588745","183082","1413","2213","20230214","2175","17.38","20231031","1157","55.32"
"4182","三菱瓦斯化学","東証PR","化学","20240126","2384.5","-38","-1.57","2422.5","2403","2406","2383","2391.74","718300","0.32","1717989","529929","1922.5","2922.5","20240117","2500","4.62","20230116","1766","35.02"
"4183","三井化学","東証PR","化学","20240126","4310","-88","-2","4398","4368","4372","4296","4327.3","624500","0.31","2702400","865637","3698","5098","20240123","4497","4.16","20230116","2867","50.33"
"4185","JSR","東証PR","化学","20240126","4050","-6","-0.15","4056","4048","4055","4048","4050.8","579600","0.28","2347844","844020","3356","4756","20230627","4322","6.29","20230104","2533","59.89"
"4186","東京応化工業","東証PR","化学","20240126","3385","-84","-2.42","3469","3371","3450","3350","3400.65","676700","0.53","2301223","432603","2769","4169","20240125","3485","2.87","20230104","1923","76.03"
"4187","大阪有機化学工業","東証PR","化学","20240126","2972","-73","-2.4","3045","3005","3035","2954","2987.47","297600","1.33","889072","66603","2345","3745","20240125","3055","2.72","20230104","1860","59.78"
"4188","三菱ケミカルグループ","東証PR","化学","20240126","887","-14","-1.55","901","897","899","886.5","890.7","4902500","0.33","4366653","1336078","751","1051","20230925","987","10.13","20230104","670","32.39"
"4189","KHネオケム","東証PR","化学","20240126","2319","-8","-0.34","2327","2325","2326","2300","2314.14","93800","0.25","217066","86149","1827","2827","20230124","2803","17.27","20231004","2140","8.36"
"4192","スパイダープラス","東証GR","情報通信","20240126","723","-1","-0.14","724","717","763","710","742.33","467400","1.33","346967","25371","574","874","20230621","954","24.21","20230501","503","43.74"
"4193","ファブリカコミュニケーションズ","東証ST","情報通信","20240126","1979","-11","-0.55","1990","2018","2018","1951","1972.44","4300","0.08","8482","10544","1590","2390","20230112","3980","50.28","20231129","1684","17.52"
"4194","ビジョナル","東証PR","情報通信","20240126","9530","-140","-1.45","9670","9590","9760","9470","9586.89","235500","0.6","2257713","373252","8170","11170","20240116","10100","5.64","20230412","6410","48.67"
"4196","ネオマーケティング","東証ST","情報通信","20240126","1060","11","1.05","1049","1037","1060","1037","1051.83","1200","0.05","1262","2677","749","1349","20230720","1956","45.81","20240124","1032","2.71"
"4197","アスマーク","東証ST","情報通信","20240126","2494","32","1.3","2462","2412","2500","2391","2461.24","75300","6.94","185331","2706","1962","2962","20240118","3015","17.28","20231218","1659","50.33"
"4198","テンダ","東証ST","情報通信","20240126","2260","-58","-2.5","2318","2298","2302","2231","2273.28","6500","0.3","14776","4936","1818","2818","20231221","2666","15.23","20230105","1611","40.29"
"4199","ワンダープラネット","東証GR","情報通信","20240126","1307","52","4.14","1255","1249","1329","1232","1286.44","46300","1.79","59562","3388","955","1555","20231204","1650","20.79","20230116","1000","30.7"
"4202","ダイセル","東証PR","化学","20240126","1425.5","-30.5","-2.09","1456","1447","1447.5","1424","1433.72","651900","0.23","934642","409037","1156","1756","20231106","1540","7.44","20230203","860","65.76"
"4203","住友ベークライト","東証PR","化学","20240126","7360","-231","-3.04","7591","7513","7574","7352","7420.18","173600","0.37","1288144","345029","6091","9091","20240117","7906","6.91","20230105","3830","92.17"
"4204","積水化学工業","東証PR","化学","20240126","2155","14.5","0.68","2140.5","2149","2164.5","2133","2153.5","1197400","0.27","2578601","966533","1640.5","2640.5","20230915","2286","5.73","20230203","1782","20.93"
"4205","日本ゼオン","東証PR","化学","20240126","1329","16.5","1.26","1312.5","1303.5","1336","1296","1322.07","1231700","0.54","1628397","305024","1012.5","1612.5","20230915","1750","24.06","20230206","1196","11.12"
"4206","アイカ工業","東証PR","化学","20240126","3424","50","1.48","3374","3388","3432","3377","3413.96","250400","0.37","854856","231430","2674","4074","20231101","3582","4.41","20230531","2950","16.07"
"4208","UBE","東証PR","化学","20240126","2414","-7.5","-0.31","2421.5","2403.5","2422.5","2395","2409.08","443800","0.42","1069149","256367","1921.5","2921.5","20230920","2724","11.38","20230116","1906","26.65"
"4212","積水樹脂","東証PR","化学","20240126","2540","-8","-0.31","2548","2525","2557","2515","2541.57","80100","0.24","203580","84617","2048","3050","20231208","2629","3.39","20230106","1799","41.19"
"4215","タキロンシーアイ","東証PR","化学","20240126","648","-13","-1.97","661","654","655","648","650.73","87600","0.09","57004","63243","561","761","20240122","670","3.28","20230410","487","33.06"
"4216","旭有機材","東証PR","化学","20240126","3965","-85","-2.1","4050","4015","4060","3965","3999.62","124900","0.63","499553","78509","3350","4750","20230801","5040","21.33","20230106","2602","52.38"
"4218","ニチバン","東証PR","化学","20240126","1728","-11","-0.63","1739","1739","1739","1728","1732.44","28700","0.14","49721","35835","1339","2139","20230808","2128","18.8","20231213","1680","2.86"
"4220","リケンテクノス","東証PR","化学","20240126","851","-13","-1.5","864","864","868","850","857.26","110300","0.17","94556","54561","714","1014","20231101","928","8.3","20230106","471","80.68"
"4221","大倉工業","東証PR","化学","20240126","2607","-2","-0.08","2609","2610","2639","2605","2617.32","65700","0.53","171958","32366","2109","3110","20231128","2863","8.94","20230104","1781","46.38"
"4222","児玉化学工業","東証ST","化学","20240126","274","1","0.37","273","273","274","272","273.15","8100","0.1","2213","2153","193","353","20230302","446","38.57","20231227","248","10.48"
"4224","ロンシール工業","東証ST","化学","20240126","1695","32","1.92","1663","1673","1770","1673","1702.28","23900","0.52","40685","7840","1263","2063","20240126","1770","4.24","20230106","1220","38.93"
"4228","積水化成品工業","東証PR","化学","20240126","498","-2","-0.4","500","499","502","496","499.01","58800","0.13","29342","23400","400","600","20231207","512","2.73","20230105","376","32.45"
"4229","群栄化学工業","東証PR","化学","20240126","3295","-30","-0.9","3325","3325","3325","3280","3300.75","10000","0.11","33008","29649","2625","4025","20230921","3665","10.1","20230106","2334","41.17"
"4231","タイガースポリマー","東証ST","化学","20240126","905","-15","-1.63","920","921","923","900","908.79","103900","0.52","94423","18201","770","1070","20240125","935","3.21","20230120","395","129.11"
"4234","サンエー化研","東証ST","化学","20240126","558","3","0.54","555","555","558","551","556.07","1500","0.01","834","6317","455","655","20240126","558","0","20230104","442","26.24"
"4235","ウルトラファブリックス・ホールディングス","東証ST","化学","20240126","1209","-31","-2.5","1240","1236","1245","1203","1223.09","94300","0.56","115337","20460","940","1540","20230726","2475","51.15","20231215","1119","8.04"
"4237","フジプレアム","東証ST","化学","20240126","379","-1","-0.26","380","380","385","378","381.61","47400","0.16","18089","11289","300","460","20230126","472","19.7","20231024","334","13.47"
"4238","ミライアル","東証ST","化学","20240126","1512","-63","-4","1575","1560","1560","1508","1529.87","172400","1.7","263749","15301","1175","1975","20230526","1757","13.94","20231031","1330","13.68"
"4240","クラスターテクノロジー","東証GR","化学","20240126","362","-2","-0.55","364","364","364","362","362.23","3000","0.05","1087","2061","284","444","20230904","456","20.61","20230413","342","5.85"
"4241","アテクト","東証ST","化学","20240126","1080","-79","-6.82","1159","1149","1159","1080","1110.53","411600","9.28","457094","4792","859","1459","20240109","1379","21.68","20230118","503","114.71"
"4242","タカギセイコー","東証ST","化学","20240126","2147","-8","-0.37","2155","2155","2155","2131","2151.52","2100","0.07","4518","6060","1655","2655","20240105","2299","6.61","20230106","1375","56.15"
"4243","ニックス","東証ST","化学","20240126","879","7","0.8","872","876","879","867","875.57","1400","0.06","1226","2042","722","1022","20230619","1128","22.07","20230120","733","19.92"
"4245","ダイキアクシス","東証ST","化学","20240126","719","-2","-0.28","721","721","724","718","720.71","20300","0.15","14631","9830","571","871","20231207","782","8.06","20230105","641","12.17"
"4246","ダイキョーニシカワ","東証PR","化学","20240126","739","-3","-0.4","742","740","743","734","739.23","174700","0.24","129143","54609","592","892","20230920","880","16.02","20230106","541","36.6"
"4247","ポバール興業","東証ST","化学","20240126","1282","5","0.39","1277","1280","1282","1277","1280","700","0.03","896","3378","977","1577","20240105","1349","4.97","20230105","1021","25.56"
"4248","竹本容器","東証ST","化学","20240126","786","-6","-0.76","792","792","792","783","786.3","12100","0.1","9514","9848","642","942","20230428","877","10.38","20230105","726","8.26"
"4249","森六ホールディングス","東証PR","化学","20240126","2785","-40","-1.42","2825","2823","2825","2768","2789.83","32200","0.21","89833","43056","2325","3325","20231201","2995","7.01","20230104","1676","66.17"
"4251","恵和","東証PR","化学","20240126","1395","-23","-1.62","1418","1420","1431","1392","1409.83","118700","0.62","167346","26882","1118","1718","20230308","1696","17.75","20230809","976","42.93"
"4255","THECOO","東証GR","情報通信","20240126","487","7","1.46","480","484","488","484","486.25","1600","0.08","778","1011","400","560","20230127","1124","56.67","20231226","466","4.51"
"4256","サインド","東証GR","情報通信","20240126","798","-5","-0.62","803","803","803","796","800.11","1800","0.03","1440","4628","653","953","20230406","1327","39.86","20231006","710","12.39"
"4258","網屋","東証GR","情報通信","20240126","2659","72","2.78","2587","2550","2710","2518","2654.49","90200","2.11","239435","11385","2087","3090","20240126","2710","1.88","20230105","988","169.13"
"4259","エクサウィザーズ","東証GR","情報通信","20240126","448","-20","-4.27","468","466","470","447","457.73","1644400","1.94","752699","37995","388","548","20230622","690","35.07","20230227","271","65.31"
"4260","ハイブリッドテクノロジーズ","東証GR","情報通信","20240126","629","-4","-0.63","633","631","638","625","632.21","14600","0.13","9230","7101","533","733","20230110","1187","47.01","20231226","567","10.93"
"4261","アジアクエスト","東証GR","情報通信","20240126","1875","-20","-1.06","1895","1874","1900","1856","1885.39","4100","0.28","7730","2756","1495","2295","20230620","3130","40.1","20231208","1490","25.84"
"4262","ニフティライフスタイル","東証GR","情報通信","20240126","841","-11","-1.29","852","844","844","839","841.07","16400","0.26","13794","5352","702","1002","20230116","904","6.97","20230208","779","7.96"
"4263","サスメド","東証GR","情報通信","20240126","613","-24","-3.77","637","623","630","609","619.41","921600","5.52","570844","10228","537","737","20230703","1823","66.37","20240126","609","0.66"
"4264","セキュア","東証GR","情報通信","20240126","1643","17","1.05","1626","1586","1670","1585","1638.14","96200","2.03","157589","7796","1226","2026","20230621","3990","58.82","20230106","585","180.85"
"4265","Institution_for_a_Global_Society","東証GR","情報通信","20240126","368","5","1.38","363","363","370","360","365.38","20300","0.45","7417","1658","283","443","20230907","558","34.05","20231228","333","10.51"
"4267","ライトワークス","東証GR","情報通信","20240126","1083","-16","-1.46","1099","1099","1099","1083","1090.61","10900","0.22","11888","5354","799","1399","20230317","1136","4.67","20230816","925","17.08"
"4268","エッジテクノロジー","東証GR","情報通信","20240126","693","-7","-1","700","691","707","688","697.43","26300","0.25","18343","7437","550","850","20230209","1306","46.94","20240105","612","13.24"
"4270","BeeX","東証GR","情報通信","20240126","3770","-70","-1.82","3840","3830","3850","3770","3802.8","6600","0.3","25099","8387","3140","4540","20231011","4280","11.92","20230104","2018","86.82"
"4272","日本化薬","東証PR","化学","20240126","1314.5","-10.5","-0.79","1325","1315","1323","1310.5","1315.26","184900","0.11","243192","224127","1025","1625","20231127","1424","7.69","20230105","1117","17.68"
"4274","細谷火工","東証ST","化学","20240126","1326","17","1.3","1309","1302","1333","1302","1325.18","12000","0.3","15902","5346","1009","1609","20230621","2043","35.1","20231221","1187","11.71"
"4275","カーリットホールディングス","東証PR","化学","20240126","949","-7","-0.73","956","950","962","947","952.33","64600","0.27","61521","22823","806","1106","20230914","1020","6.96","20230323","658","44.22"
"4284","ソルクシーズ","東証ST","情報通信","20240126","404","-1","-0.25","405","406","407","403","404.94","67100","0.25","27171","10836","325","485","20230926","482","16.18","20230316","331","22.05"
"4286","CLホールディングス","東証ST","サービス","20240126","926","-18","-1.91","944","944","944","920","927.92","16800","0.15","15589","10038","794","1094","20230424","956","3.14","20230106","763","21.36"
"4287","ジャストプランニング","東証ST","情報通信","20240126","359","4","1.13","355","355","359","353","356.06","34600","0.27","12320","4572","275","435","20231116","368","2.45","20230320","294","22.11"
"4288","アズジェント","東証ST","情報通信","20240126","424","7","1.68","417","416","424","416","420","200","0.01","84","1618","337","497","20230613","709","40.2","20231226","358","18.44"
"4290","プレステージ・インターナショナル","東証PR","サービス","20240126","599","-7","-1.16","606","600","607","598","601.37","147400","0.11","88642","77077","506","706","20230126","769","22.11","20230817","537","11.55"
"4293","セプテーニ・ホールディングス","東証ST","サービス","20240126","503","4","0.8","499","493","509","491","502.51","705400","0.33","354470","106173","419","579","20231229","535","5.98","20230316","314","60.19"
"4295","フェイス","東証ST","情報通信","20240126","483","2","0.42","481","483","484","481","482.49","4700","0.03","2268","6680","401","561","20230209","550","12.18","20231226","461","4.77"
"4298","プロトコーポレーション","東証PR","情報通信","20240126","1318","19","1.46","1299","1301","1324","1297","1310.89","36600","0.09","47979","55258","999","1599","20231120","1392","5.32","20230525","1087","21.25"
"4299","ハイマックス","東証ST","情報通信","20240126","1411","1","0.07","1410","1410","1421","1407","1411.12","4100","0.03","5786","17515","1110","1710","20230124","1505","6.25","20231108","1336","5.61"
"4301","アミューズ","東証PR","サービス","20240126","1550","4","0.26","1546","1551","1553","1541","1547.45","18300","0.1","28318","28866","1146","1946","20230419","1882","17.64","20231024","1425","8.77"
"4304","Eストアー","東証ST","情報通信","20240126","1313","-3","-0.23","1316","1324","1324","1306","1314.3","7600","0.12","9989","8051","1016","1616","20230124","1513","13.22","20230518","1066","23.17"
"4307","野村総合研究所","東証PR","情報通信","20240126","4337","-22","-0.5","4359","4387","4393","4311","4347.27","1028700","0.17","4472039","2576902","3659","5059","20240116","4586","5.43","20230316","2908","49.14"
"4308","Jストリーム","東証GR","情報通信","20240126","382","-3","-0.78","385","384","384","377","380.51","40200","0.14","15297","10718","305","465","20230209","635","39.84","20231226","350","9.14"
"4310","ドリームインキュベータ","東証PR","サービス","20240126","3315","35","1.07","3280","3250","3320","3250","3296.26","17000","0.16","56037","34692","2580","3980","20240123","3340","0.75","20230104","2180","52.06"
"4312","サイバネットシステム","東証ST","情報通信","20240126","1094","0","0","1094","1093","1094","1093","1093.41","28500","0.09","31162","35091","794","1394","20231226","1100","0.55","20230818","712","53.65"
"4316","ビーマップ","東証GR","情報通信","20240126","376","-4","-1.05","380","380","382","376","378.35","27500","0.85","10405","1216","300","460","20230203","545","31.01","20231226","357","5.32"
"4317","レイ","東証ST","サービス","20240126","424","0","0","424","424","426","420","424.1","20300","0.14","8609","6075","344","504","20230221","533","20.45","20231026","343","23.62"
"4318","クイック","東証PR","サービス","20240126","2520","-12","-0.47","2532","2528","2545","2520","2529.67","24100","0.13","60965","48128","2032","3035","20240110","2615","3.63","20230316","1641","53.56"
"4319","TAC","東証ST","サービス","20240126","198","0","0","198","198","199","198","198.02","21600","0.12","4277","3664","148","248","20230929","240","17.5","20231012","195","1.54"
"4320","CEホールディングス","東証ST","情報通信","20240126","624","-14","-2.19","638","638","638","622","628.22","51500","0.33","32353","9627","538","738","20230705","704","11.36","20230118","488","27.87"
"4323","日本システム技術","東証PR","情報通信","20240126","3355","-75","-2.19","3430","3410","3465","3350","3390.56","29500","0.24","100022","41664","2730","4130","20240126","3465","3.17","20230316","1570","113.69"
"4324","電通グループ","東証PR","サービス","20240126","3972","24","0.61","3948","3950","3993","3930","3969.31","856200","0.32","3398521","1073097","3248","4648","20230515","4960","19.92","20231218","3514","13.03"
"4326","インテージホールディングス","東証PR","情報通信","20240126","1744","43","2.53","1701","1690","1758","1680","1734.28","70800","0.18","122787","70503","1301","2101","20230907","2298","24.11","20230104","1333","30.83"
"4331","テイクアンドギヴ・ニーズ","東証PR","サービス","20240126","1215","-6","-0.49","1221","1225","1232","1210","1220.83","37500","0.26","45781","17762","921","1521","20230217","1535","20.85","20231024","870","39.66"
"4333","東邦システムサイエンス","東証PR","情報通信","20240126","1309","-11","-0.83","1320","1319","1330","1304","1313.49","15700","0.08","20622","27226","1020","1620","20230908","1440","9.1","20230117","651","101.08"
"4334","ユークス","東証ST","情報通信","20240126","526","-5","-0.94","531","525","535","524","527.36","46200","0.42","24364","5836","431","631","20230621","2617","79.9","20231222","489","7.57"
"4335","アイ・ピー・エス","東証ST","情報通信","20240126","1096","1","0.09","1095","1095","1107","1091","1098.42","4800","0.19","5272","2703","795","1395","20230623","1619","32.3","20230105","620","76.77"
