"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"7280","ミツバ","東証PR","電気機器","20240126","1071","-34","-3.08","1105","1105","1105","1071","1082.88","258400","0.57","279816","48818","805","1405","20240123","1125","4.8","20230316","447","139.6"
"7282","豊田合成","東証PR","輸送用機器","20240126","2817.5","-22.5","-0.79","2840","2835","2848","2812","2825.57","279200","0.22","788901","359553","2340","3340","20230920","3567","21.01","20230116","1969","43.09"
"7283","愛三工業","東証PR","輸送用機器","20240126","1352","-23","-1.67","1375","1369","1373","1352","1360.82","216600","0.34","294754","85516","1075","1675","20230926","1423","4.99","20230116","669","102.09"
"7284","盟和産業","東証ST","輸送用機器","20240126","1024","3","0.29","1021","1024","1026","1015","1022.13","5500","0.16","5622","3587","721","1321","20230922","1049","2.38","20230113","915","11.91"
"7287","日本精機","東証ST","輸送用機器","20240126","1271","-20","-1.55","1291","1286","1291","1271","1280.54","185900","0.31","238052","77414","991","1591","20231120","1318","3.57","20230105","777","63.58"
"7291","日本プラスト","東証ST","輸送用機器","20240126","548","-9","-1.62","557","557","557","547","550.01","92500","0.48","50876","10637","457","657","20231113","605","9.42","20230215","388","41.24"
"7292","村上開明堂","東証ST","輸送用機器","20240126","4255","-65","-1.5","4320","4315","4395","4250","4321.1","7300","0.06","31544","51486","3620","5020","20240119","4465","4.7","20230106","2335","82.23"
"7294","ヨロズ","東証PR","輸送用機器","20240126","920","1","0.11","919","915","924","912","919.12","43500","0.17","39982","23051","769","1069","20231002","1008","8.73","20230104","676","36.09"
"7296","エフ・シー・シー","東証PR","輸送用機器","20240126","1902","-26","-1.35","1928","1927","1927","1899","1908.43","147500","0.28","281494","100129","1528","2328","20230920","2009","5.33","20230113","1316","44.53"
"7297","カーメイト","東証ST","輸送用機器","20240126","883","-5","-0.56","888","888","894","883","886.74","3800","0.05","3370","7001","738","1038","20231005","1330","33.61","20230106","840","5.12"
"7299","フジオーゼックス","東証ST","輸送用機器","20240126","6310","-220","-3.37","6530","6490","6540","6310","6392.38","8400","0.41","53696","12973","5530","7530","20240124","6760","6.66","20230105","2995","110.68"
"7305","新家工業","東証ST","鉄鋼","20240126","2999","-41","-1.35","3040","3040","3040","2987","3004.55","10800","0.18","32449","18130","2340","3740","20231018","3255","7.86","20230105","1915","56.61"
"7309","シマノ","東証PR","輸送用機器","20240126","21520","-175","-0.81","21695","21780","21820","21470","21590.39","295800","0.33","6386437","1937273","16695","26695","20230711","24840","13.37","20230921","19270","11.68"
"7313","テイ・エステック","東証PR","輸送用機器","20240126","1847","1.5","0.08","1845.5","1845","1865","1837.5","1849.7","451700","0.33","835511","251192","1445.5","2245.5","20230615","1943","4.94","20230105","1473","25.39"
"7314","小田原機器","東証ST","輸送用機器","20240126","1028","3","0.29","1025","1029","1032","1023","1027.66","4100","0.13","4213","3235","725","1325","20231227","1245","17.43","20230104","481","113.72"
"7315","IJTT","東証ST","輸送用機器","20240126","847","-3","-0.35","850","849","849","847","847.5","97800","0.2","82886","41634","700","1000","20231226","884","4.19","20230105","497","70.42"
"7317","松屋アールアンドディ","東証GR","輸送用機器","20240126","863","-1","-0.12","864","867","883","850","864.4","91800","0.43","79352","18287","714","1014","20240122","937","7.9","20230104","265","225.66"
"7318","セレンディップ・ホールディングス","東証GR","輸送用機器","20240126","1860","35","1.92","1825","1820","1870","1820","1848.36","2800","0.06","5175","8816","1425","2225","20240122","1872","0.64","20230106","683","172.33"
"7320","日本リビング保証","東証GR","その他金融","20240126","3000","7","0.23","2993","2958","3020","2958","2997.64","9100","0.18","27279","15355","2493","3495","20231113","3465","13.42","20230105","1886","59.07"
"7322","三十三フィナンシャルグループ","東証PR","銀行","20240126","1900","-9","-0.47","1909","1903","1926","1895","1910.82","38700","0.15","73949","49718","1509","2309","20231102","2018","5.85","20230601","1500","26.67"
"7325","アイリックコーポレーション","東証GR","保険","20240126","687","4","0.59","683","686","687","685","686.57","700","0.01","481","5982","583","783","20230221","810","15.19","20231227","622","10.45"
"7326","SBIインシュアランスグループ","東証GR","保険","20240126","1042","12","1.17","1030","1029","1054","1028","1046.09","28900","0.12","30232","25863","730","1330","20230914","1318","20.94","20230323","865","20.46"
"7327","第四北越フィナンシャルグループ","東証PR","銀行","20240126","4020","-35","-0.86","4055","4055","4070","4000","4042.75","190600","0.41","770549","184691","3355","4755","20231214","4155","3.25","20230111","2759","45.7"
"7330","レオス・キャピタルワークス","東証GR","証券・先物","20240126","1343","17","1.28","1326","1345","1375","1323","1351.24","176000","1.37","237818","17302","1026","1626","20230425","1745","23.04","20231024","1002","34.03"
"7337","ひろぎんホールディングス","東証PR","銀行","20240126","979.1","-10.7","-1.08","989.8","982","1000","975","986.41","989700","0.32","976251","305842","839.8","1140","20230915","1007","2.77","20230331","619","58.17"
"7338","インヴァスト","東証ST","証券・先物","20240126","827","-5","-0.6","832","835","835","827","832.58","2600","0.04","2165","4860","682","982","20230927","870","4.94","20230531","727","13.76"
"7342","ウェルスナビ","東証GR","証券・先物","20240126","1739","-96","-5.23","1835","1795","1815","1732","1767.6","3269900","6.61","5779876","86064","1435","2235","20240104","2040","14.75","20231023","996","74.6"
"7343","ブロードマインド","東証GR","保険","20240126","1190","-10","-0.83","1200","1195","1195","1189","1191.14","2100","0.04","2501","6609","900","1500","20240105","1255","5.18","20230110","927","28.37"
"7345","アイ・パートナーズフィナンシャル","東証GR","その他金融","20240126","406","-14","-3.33","420","423","423","404","410.44","29500","0.85","12108","1402","340","500","20231229","558","27.24","20230515","390","4.1"
"7347","マーキュリアホールディングス","東証PR","証券・先物","20240126","722","-10","-1.37","732","736","739","722","727.99","39000","0.18","28392","15523","582","882","20230928","876","17.58","20230106","555","30.09"
"7350","おきなわフィナンシャルグループ","東証PR","銀行","20240126","2479","15","0.61","2464","2450","2508","2431","2483.21","62600","0.27","155449","57058","1964","2964","20231106","2626","5.6","20230512","2007","23.52"
"7351","グッドパッチ","東証GR","サービス","20240126","562","8","1.44","554","550","571","547","562.62","81300","0.89","45741","5150","454","654","20230719","1165","51.76","20240125","540","4.07"
"7352","TWOSTONE＆Sons","東証GR","サービス","20240126","2531","-34","-1.33","2565","2550","2594","2528","2554.17","276500","1.32","706228","53144","2065","3065","20240126","2594","2.43","20230320","785","222.42"
"7353","KIYOラーニング","東証GR","サービス","20240126","941","9","0.97","932","935","941","917","931.41","22900","0.34","21329","6402","782","1082","20230517","1321","28.77","20230106","556","69.24"
"7354","ダイレクトマーケティングミックス","東証PR","サービス","20240126","447","-4","-0.89","451","450","453","442","448.93","124100","0.26","55712","21086","371","531","20230216","1800","75.17","20231027","355","25.92"
"7356","Retty","東証GR","サービス","20240126","174","0","0","174","175","175","172","173.71","27900","0.19","4846","2594","124","224","20230425","296","41.22","20231227","160","8.75"
"7357","ジオコード","東証ST","サービス","20240126","666","14","2.15","652","666","667","657","664.89","11300","0.41","7513","1822","552","752","20230522","1293","48.49","20230113","515","29.32"
"7358","ポピンズ","東証ST","サービス","20240126","1145","-11","-0.95","1156","1145","1169","1145","1155.15","12200","0.12","14093","11653","856","1456","20230202","2150","46.74","20231218","1032","10.95"
"7359","東京通信グループ","東証GR","サービス","20240126","708","-3","-0.42","711","713","731","706","716.65","46200","0.46","33109","7132","561","861","20230309","2170","67.37","20230106","552","28.26"
"7360","オンデック","東証GR","サービス","20240126","819","0","0","819","819","828","810","815.58","1900","0.07","1550","2345","669","969","20230113","1530","46.47","20231220","706","16.01"
"7361","ヒューマンクリエイションホールディングス","東証GR","サービス","20240126","2632","-18","-0.68","2650","2650","2651","2612","2632.78","3200","0.17","8425","5071","2150","3150","20230831","2999","12.24","20230117","1832","43.67"
"7362","T.S.I","東証GR","サービス","20240126","1208","0","0","1208","1207","1208","1207","1207.5","200","0.01","242","1852","908","1508","20230213","2228","45.78","20230818","1115","8.34"
"7363","ベビーカレンダー","東証GR","サービス","20240126","1545","-15","-0.96","1560","1560","1569","1545","1553.71","4200","0.45","6526","1455","1160","1960","20230613","2884","46.43","20231225","1335","15.73"
"7366","LITALICO","東証PR","サービス","20240126","1869","-50","-2.61","1919","1912","1933","1869","1901.03","262800","0.74","499590","66688","1519","2319","20230202","2856","34.56","20240119","1794","4.18"
"7367","セルム","東証ST","サービス","20240126","785","11","1.42","774","769","788","765","774.31","24100","0.17","18661","10818","624","924","20230621","1370","42.7","20230106","560","40.18"
"7368","表示灯","東証ST","サービス","20240126","1501","0","0","1501","1500","1508","1500","1501.57","700","0.01","1051","7085","1101","1901","20230926","1533","2.09","20230206","1222","22.83"
"7369","メイホーホールディングス","東証GR","サービス","20240126","2571","-112","-4.17","2683","2633","2678","2562","2610.56","22200","1.42","57954","4021","2183","3185","20230725","4520","43.12","20230214","1103","133.09"
"7370","Enjin","東証GR","サービス","20240126","1161","-15","-1.28","1176","1158","1183","1153","1165.08","30800","0.42","35884","8438","876","1476","20230113","1925","39.69","20231031","989","17.39"
"7371","Zenken","東証GR","サービス","20240126","527","-6","-1.13","533","529","531","524","528.16","14200","0.12","7500","6455","433","633","20230124","763","30.93","20231226","476","10.71"
"7372","デコルテ・ホールディングス","東証GR","サービス","20240126","533","3","0.57","530","534","546","530","538.21","33200","0.59","17869","3022","430","630","20230306","1348","60.46","20231214","497","7.24"
"7373","アイドマ・ホールディングス","東証GR","サービス","20240126","2119","-52","-2.4","2171","2121","2168","2091","2125.35","88500","0.58","188094","32281","1671","2671","20230201","5100","58.45","20231024","1500","41.27"
"7374","コンフィデンス・インターワークス","東証GR","サービス","20240126","1625","15","0.93","1610","1602","1630","1600","1613.23","11800","0.18","19036","10741","1210","2010","20230209","2100","22.62","20231024","1403","15.82"
"7375","リファインバースグループ","東証GR","サービス","20240126","1156","-23","-1.95","1179","1188","1201","1154","1171.14","43000","1.29","50359","3859","879","1479","20230126","2381","51.45","20231212","920","25.65"
"7376","BCC","東証GR","サービス","20240126","1719","0","0","1719","1719","1719","1719","1719","100","0.01","172","1925","1319","2119","20230621","2649","35.11","20230113","1450","18.55"
"7377","DNホールディングス","東証ST","サービス","20240126","1488","7","0.47","1481","1485","1495","1481","1489.12","4200","0.05","6254","12529","1181","1781","20230512","1548","3.88","20230106","1253","18.75"
"7378","アシロ","東証GR","サービス","20240126","755","1","0.13","754","751","763","745","755.45","27700","0.38","20926","5550","604","904","20230704","980","22.96","20230112","628","20.22"
"7379","サーキュレーション","東証GR","サービス","20240126","799","-30","-3.62","829","829","829","799","811.71","23100","0.27","18751","6713","679","979","20230118","1525","47.61","20230508","621","28.66"
"7380","十六フィナンシャルグループ","東証PR","銀行","20240126","3955","-10","-0.25","3965","3955","4025","3930","3981.95","147100","0.39","585745","149990","3265","4665","20231106","4210","6.06","20230327","2726","45.08"
"7381","北國フィナンシャルホールディングス","東証PR","銀行","20240126","4355","-55","-1.25","4410","4400","4445","4355","4390.9","75400","0.3","331074","109783","3710","5110","20230920","5910","26.31","20230323","3750","16.13"
"7383","ネットプロテクションズホールディングス","東証PR","その他金融","20240126","183","6","3.39","177","176","183","174","180.55","571300","0.59","103150","17744","127","227","20230216","630","70.95","20231212","170","7.65"
"7384","プロクレアホールディングス","東証PR","銀行","20240126","1890","-1","-0.05","1891","1888","1908","1881","1896.55","48400","0.17","91793","54165","1491","2291","20230201","2387","20.82","20231221","1793","5.41"
"7386","ジャパンワランティサポート","東証GR","その他金融","20240126","4275","-60","-1.38","4335","4335","4335","4250","4286.25","1600","0.07","6858","9848","3635","5040","20230829","5100","16.18","20230105","2490","71.69"
"7388","FPパートナー","東証PR","保険","20240126","5920","-70","-1.17","5990","5890","5990","5860","5919.04","150300","0.65","889632","137348","4990","6990","20240125","6030","1.82","20230106","1875","215.73"
"7389","あいちフィナンシャルグループ","東証PR","銀行","20240126","2555","-30","-1.16","2585","2560","2590","2549","2569.77","102600","0.21","263659","125514","2085","3085","20230915","2730","6.41","20230413","2042","25.12"
"7399","ナンシン","東証ST","輸送用機器","20240126","559","1","0.18","558","555","559","555","557.36","1100","0.01","613","4309","458","658","20230509","588","4.93","20230120","461","21.26"
"7408","ジャムコ","東証PR","輸送用機器","20240126","1609","-24","-1.47","1633","1626","1661","1606","1634.9","142100","0.53","232319","43224","1233","2033","20230220","1855","13.26","20230105","1273","26.39"
"7409","AeroEdge","東証GR","輸送用機器","20240126","2985","-100","-3.24","3085","2999","3035","2985","2999.96","23000","0.6","68999","11409","2385","3785","20230710","7400","59.66","20240122","2724","9.58"
"7412","アトム","東証ST","小売","20240126","926","3","0.33","923","928","929","922","924.99","192300","0.1","177876","179236","773","1073","20230913","961","3.64","20230104","777","19.18"
"7413","創健社","東証ST","卸売","20240126","-","0","0","2103","-","-","-","-","-","0","-","1484","1603","2603","20230322","2300","100","20230713","1891","-100"
"7414","小野建","東証PR","卸売","20240126","1805","-20","-1.1","1825","1822","1824","1805","1814.34","32100","0.13","58240","45584","1425","2225","20240111","1834","1.58","20230105","1439","25.43"
"7416","はるやまホールディングス","東証ST","小売","20240126","590","-3","-0.51","593","597","597","590","592.54","15700","0.1","9303","9726","493","693","20240109","644","8.39","20230118","430","37.21"
"7417","南陽","東証ST","卸売","20240126","2184","-8","-0.36","2192","2188","2199","2184","2188.95","6600","0.1","14447","14447","1692","2692","20230308","2378","8.16","20230105","1901","14.89"
"7419","ノジマ","東証PR","小売","20240126","1856","-46","-2.42","1902","1889","1899","1855","1870.69","173600","0.17","324753","190387","1502","2302","20240119","1935","4.08","20230807","1232","50.65"
"7420","佐鳥電機","東証PR","卸売","20240126","2380","-81","-3.29","2461","2461","2466","2380","2414.63","156400","0.87","377648","42713","1961","2961","20240126","2466","3.49","20230106","1219","95.24"
"7421","カッパ・クリエイト","東証PR","小売","20240126","1722","-14","-0.81","1736","1735","1736","1719","1726.03","78100","0.16","134803","85092","1336","2136","20240117","1821","5.44","20230104","1363","26.34"
"7422","東邦レマック","東証ST","卸売","20240126","4100","240","6.22","3860","3930","4175","3930","4095.16","3100","0.61","12695","2099","3160","4560","20231213","4430","7.45","20230329","2563","59.97"
"7425","初穂商事","東証ST","卸売","20240126","3290","-50","-1.5","3340","3270","3300","3260","3274.41","1700","0.1","5567","5726","2640","4040","20240115","3380","2.66","20230202","2050","60.49"
"7426","山大","東証ST","卸売","20240126","1223","3","0.25","1220","1220","1225","1197","1216.53","8800","0.74","10706","1452","920","1520","20231017","2579","52.58","20230420","898","36.19"
"7427","エコートレーディング","東証ST","卸売","20240126","1209","7","0.58","1202","1201","1222","1199","1206.52","76300","1.26","92057","7298","902","1502","20231002","1664","27.34","20230104","648","86.57"
"7433","伯東","東証PR","卸売","20240126","6010","-110","-1.8","6120","6110","6110","5990","6044.86","140400","0.61","848698","139055","5120","7120","20240117","6280","4.3","20230105","3845","56.31"
"7434","オータケ","東証ST","卸売","20240126","1775","63","3.68","1712","1723","1775","1723","1753.62","2100","0.05","3683","7605","1312","2112","20231229","1920","7.55","20230317","1514","17.24"
"7435","ナ・デックス","東証ST","卸売","20240126","1098","8","0.73","1090","1092","1103","1087","1090.33","6900","0.07","7523","10547","790","1390","20230904","1239","11.38","20230206","830","32.29"
"7438","コンドーテック","東証PR","卸売","20240126","1235","-11","-0.88","1246","1245","1249","1234","1240.12","19500","0.07","24182","32535","946","1546","20240115","1254","1.52","20230330","954","29.45"
"7442","中山福","東証ST","卸売","20240126","374","-1","-0.27","375","377","377","374","375.2","16000","0.08","6003","7560","295","455","20240110","382","2.09","20230119","319","17.24"
"7443","横浜魚類","東証ST","卸売","20240126","578","-3","-0.52","581","578","582","578","579.75","5300","0.08","3073","3636","481","681","20240122","582","0.69","20230331","520","11.15"
"7444","ハリマ共和物産","東証ST","卸売","20240126","2420","8","0.33","2412","2406","2424","2405","2415.62","800","0.01","1933","13169","1912","2912","20240123","2443","0.94","20230523","1527","58.48"
"7445","ライトオン","東証ST","小売","20240126","415","0","0","415","415","418","414","415.14","80200","0.27","33294","12297","335","495","20230711","632","34.34","20240122","412","0.73"
"7446","東北化学薬品","東証ST","卸売","20240126","-","0","0","4000","-","-","-","-","-","0","-","3840","3300","4700","20230925","4000","100","20230106","3220","-100"
"7447","ナガイレーベン","東証PR","卸売","20240126","2315","-81","-3.38","2396","2372","2372","2308","2327.3","30800","0.09","71681","82729","1896","2896","20240115","2542","8.93","20230113","1830","26.5"
"7450","サンデー","東証ST","小売","20240126","1266","-10","-0.78","1276","1275","1275","1265","1268.03","3700","0.03","4692","13635","976","1576","20230829","1380","8.26","20230117","1196","5.85"
"7451","三菱食品","東証ST","卸売","20240126","4925","-105","-2.09","5030","4975","5010","4925","4948.14","81000","0.19","400800","214421","4030","6030","20231206","5210","5.47","20230117","2962","66.27"
"7453","良品計画","東証PR","小売","20240126","2282","-46","-1.98","2328","2319","2324","2278","2295.56","3116000","1.11","7152957","640740","1828","2828","20240115","2584","11.69","20230302","1310","74.2"
"7455","パリミキホールディングス","東証ST","小売","20240126","520","-2","-0.38","522","519","522","511","516.01","249500","0.45","128745","29150","422","622","20240105","548","5.11","20230116","252","106.35"
"7456","松田産業","東証PR","卸売","20240126","2678","-27","-1","2705","2712","2715","2664","2684.76","50900","0.19","136654","72061","2205","3205","20240126","2715","1.36","20230601","2050","30.63"
"7458","第一興商","東証PR","卸売","20240126","2062.5","-5.5","-0.27","2068","2060.5","2081","2057","2067.12","165700","0.15","342522","225779","1568","2568","20230905","2889","28.61","20230116","1850","11.49"
"7459","メディパルホールディングス","東証PR","卸売","20240126","2292.5","-2.5","-0.11","2295","2292.5","2308.5","2277","2295.37","638300","0.29","1465138","507310","1795","2795","20230915","2684","14.59","20230113","1663","37.85"
"7460","ヤギ","東証ST","卸売","20240126","1580","0","0","1580","1583","1583","1580","1580.64","5500","0.06","8694","14441","1180","1980","20240110","1616","2.23","20230104","1110","42.34"
"7461","キムラ","東証ST","卸売","20240126","550","-1","-0.18","551","551","553","550","550.83","1200","0.01","661","8349","451","651","20230104","606","9.24","20230331","500","10"
"7462","CAPITA","東証ST","小売","20240126","399","3","0.76","396","411","415","395","402.11","3500","0.09","1407","1640","316","476","20230202","468","14.74","20230815","309","29.13"
"7463","アドヴァングループ","東証ST","小売","20240126","1055","-9","-0.85","1064","1060","1065","1054","1059.3","46900","0.09","49681","56772","764","1364","20240115","1095","3.65","20230110","808","30.57"
"7464","セフテック","東証ST","卸売","20240126","7880","50","0.64","7830","7860","7930","7860","7887","1000","0.2","7887","3940","6330","9330","20230726","9140","13.79","20231227","7610","3.55"
"7466","SPK","東証PR","卸売","20240126","1988","-13","-0.65","2001","2008","2014","1988","2001.48","22800","0.22","45634","20782","1501","2501","20230907","2099","5.29","20230105","1365","45.64"
"7467","萩原電気ホールディングス","東証PR","卸売","20240126","4975","-145","-2.83","5120","5110","5110","4975","5029.75","60800","0.6","305809","50337","4120","6120","20240123","5330","6.66","20230105","2381","108.95"
"7472","鳥羽洋行","東証ST","卸売","20240126","3590","50","1.41","3540","3550","3595","3550","3561.61","2800","0.06","9973","16873","2840","4240","20240126","3595","0.14","20230104","2782","29.04"
"7475","アルビス","東証PR","小売","20240126","2647","-24","-0.9","2671","2651","2669","2636","2648.39","11400","0.12","30192","24500","2171","3175","20240116","2737","3.29","20231004","2340","13.12"
"7476","アズワン","東証PR","卸売","20240126","5557","-1","-0.02","5558","5550","5627","5534","5573.64","36500","0.09","203438","223815","4558","6558","20230209","6150","9.64","20231024","4548","22.19"
"7477","ムラキ","東証ST","卸売","20240126","2031","-29","-1.41","2060","2058","2058","1970","2005.51","17200","1.17","34495","2986","1560","2560","20231002","3580","43.27","20230515","1278","58.92"
"7480","スズデン","東証ST","卸売","20240126","2432","-24","-0.98","2456","2446","2457","2430","2441.17","24600","0.17","60053","35635","1956","2956","20230309","2877","15.47","20231004","2078","17.04"
"7481","尾家産業","東証ST","卸売","20240126","1750","-43","-2.4","1793","1793","1798","1741","1767.14","12800","0.14","22619","16196","1393","2193","20230926","2151","18.64","20230105","896","95.31"
"7482","シモジマ","東証PR","卸売","20240126","1314","2","0.15","1312","1309","1322","1308","1314.75","20200","0.09","26558","31073","1012","1612","20240112","1344","2.23","20230116","905","45.19"
"7483","ドウシシャ","東証PR","卸売","20240126","2201","-23","-1.03","2224","2224","2231","2197","2213.85","51700","0.14","114456","82264","1724","2724","20230906","2468","10.82","20230116","1590","38.43"
"7486","サンリン","東証ST","卸売","20240126","712","7","0.99","705","705","712","705","709.44","900","0.01","639","8758","555","855","20230206","719","0.97","20230519","653","9.04"
"7487","小津産業","東証ST","卸売","20240126","1643","-7","-0.42","1650","1650","1652","1643","1646.94","10100","0.12","16634","13859","1250","2050","20230404","1812","9.33","20230116","1480","11.01"
"7490","日新商事","東証ST","卸売","20240126","927","0","0","927","927","927","927","927","400","0.01","371","7045","777","1077","20230307","975","4.92","20230330","889","4.27"
"7494","コナカ","東証ST","小売","20240126","412","0","0","412","411","415","411","412.94","70000","0.22","28906","12832","332","492","20230913","468","11.97","20230104","335","22.99"
"7500","西川計測","東証ST","卸売","20240126","6550","-100","-1.5","6650","6650","6650","6550","6638.89","900","0.03","5975","22483","5650","7650","20231004","6990","6.29","20230116","4785","36.89"
"7501","ティムコ","東証ST","卸売","20240126","779","9","1.17","770","771","790","758","775.12","10200","0.31","7906","2602","620","920","20230120","983","20.75","20230316","720","8.19"
"7502","プラザホールディングス","東証ST","サービス","20240126","2277","22","0.98","2255","2255","2280","2255","2272.25","400","0.01","909","6301","1755","2755","20230831","2400","5.13","20230104","1940","17.37"
"7504","高速","東証PR","卸売","20240126","2232","-12","-0.53","2244","2250","2255","2229","2239.02","17300","0.08","38735","46852","1744","2744","20240123","2260","1.24","20230106","1655","34.86"
"7505","扶桑電通","東証ST","卸売","20240126","1455","-7","-0.48","1462","1462","1462","1439","1460.64","2200","0.03","3213","10128","1162","1762","20230926","1832","20.58","20230412","1025","41.95"
"7506","ハウスオブローゼ","東証ST","小売","20240126","1610","-1","-0.06","1611","1611","1612","1610","1610.69","2900","0.06","4671","7572","1211","2011","20230329","1681","4.22","20231030","1559","3.27"
"7508","G-7ホールディングス","東証PR","小売","20240126","1252","-2","-0.16","1254","1254","1262","1247","1256.47","55400","0.13","69608","55168","954","1554","20230104","1649","24.08","20231031","1108","13"
"7509","アイエーグループ","東証ST","小売","20240126","3545","45","1.29","3500","3545","3545","3545","3545","100","0.01","355","5833","2800","4200","20230727","3700","4.19","20230105","3270","8.41"
"7510","たけびし","東証PR","卸売","20240126","2010","0","0","2010","2016","2022","2002","2014.31","12400","0.08","24977","32132","1510","2510","20240116","2100","4.29","20230116","1512","32.94"
"7512","イオン北海道","東証ST","小売","20240126","946","-4","-0.42","950","952","956","946","950.74","325800","0.23","309752","131892","800","1100","20230110","1121","15.61","20230407","772","22.54"
"7513","コジマ","東証PR","小売","20240126","745","-16","-2.1","761","760","760","741","749.18","156400","0.2","117173","58045","611","911","20240111","802","7.11","20230111","526","41.63"
"7514","ヒマラヤ","東証ST","小売","20240126","936","-3","-0.32","939","939","940","936","937.75","11700","0.09","10972","11532","789","1089","20230829","980","4.49","20231030","905","3.43"
"7515","マルヨシセンター","東証ST","小売","20240126","4430","-100","-2.21","4530","4530","4530","4400","4446.76","1700","0.18","7560","4142","3830","5230","20240124","4730","6.34","20230330","2770","59.93"
"7516","コーナン商事","東証PR","小売","20240126","3880","-20","-0.51","3900","3900","3905","3875","3888.32","76700","0.22","298235","134567","3200","4600","20240112","4150","6.51","20230314","3080","25.97"
"7518","ネットワンシステムズ","東証PR","情報通信","20240126","2374","-16","-0.67","2390","2367.5","2392.5","2367","2377.84","371100","0.45","882417","197677","1890","2890","20230127","3580","33.69","20231129","2002","18.58"
"7520","エコス","東証PR","小売","20240126","2434","-25","-1.02","2459","2461","2461","2434","2448.44","16200","0.14","39665","28353","1959","2959","20240110","2570","5.29","20230320","1795","35.6"
"7521","ムサシ","東証ST","卸売","20240126","1851","-2","-0.11","1853","1853","1853","1833","1844.76","2100","0.03","3874","14715","1453","2253","20230915","1917","3.44","20230106","1438","28.72"
"7522","ワタミ","東証PR","小売","20240126","1032","-9","-0.86","1041","1035","1040","1031","1033.84","62400","0.15","64512","44051","741","1341","20231002","1227","15.89","20230316","873","18.21"
"7523","アールビバン","東証ST","小売","20240126","1204","-4","-0.33","1208","1211","1211","1190","1200.7","24700","0.19","29657","15608","908","1508","20230911","1298","7.24","20230106","577","108.67"
"7524","マルシェ","東証ST","小売","20240126","246","-1","-0.4","247","247","248","245","246.9","5000","0.06","1235","2103","167","327","20230511","440","44.09","20231227","228","7.89"
"7525","リックス","東証PR","卸売","20240126","3685","-45","-1.21","3730","3730","3740","3650","3688.26","13800","0.16","50898","31838","3030","4430","20240117","3890","5.27","20230105","2093","76.06"
"7527","システムソフト","東証ST","情報通信","20240126","61","0","0","61","61","62","61","61.01","95400","0.11","5820","5175","31","91","20230104","94","35.11","20231227","59","3.39"
"7531","清和中央ホールディングス","東証ST","卸売","20240126","1470","0","0","1470","1470","1470","1470","1470","100","0","147","5799","1170","1770","20230330","1789","17.83","20230821","1380","6.52"
"7532","パン・パシフィック・インターナショナルホールディングス","東証PR","小売","20240126","3171","-59","-1.83","3230","3232","3232","3168","3190.05","2094700","0.33","6682192","2013043","2530","3930","20231213","3488","9.09","20230116","2241","41.5"
"7537","丸文","東証PR","卸売","20240126","1695","-32","-1.85","1727","1721","1737","1693","1705.65","189200","0.67","322709","47547","1327","2127","20240122","1819","6.82","20230106","891","90.24"
"7538","大水","東証ST","卸売","20240126","313","0","0","313","314","315","313","314.2","4000","0.03","1257","4312","233","393","20230519","457","31.51","20230330","248","26.21"
"7539","アイナボホールディングス","東証ST","卸売","20240126","1264","12","0.96","1252","1252","1272","1252","1261.97","10300","0.09","12998","14723","952","1552","20230927","1390","9.06","20230131","974","29.77"
"7544","スリーエフ","東証ST","小売","20240126","385","-2","-0.52","387","382","387","382","385.31","3500","0.05","1349","2967","307","467","20230921","453","15.01","20230330","279","37.99"
"7545","西松屋チェーン","東証PR","小売","20240126","2089","-41","-1.92","2130","2131","2147","2089","2116.71","292900","0.42","619983","145371","1630","2630","20231218","2298","9.09","20230113","1473","41.82"
"7550","ゼンショーホールディングス","東証PR","小売","20240126","7127","-63","-0.88","7190","7151","7218","7118","7160.65","424000","0.26","3036116","1145546","5690","8690","20231115","9274","23.15","20230104","3215","121.68"
"7551","ウェッズ","東証ST","輸送用機器","20240126","635","2","0.32","633","631","636","631","633.23","11500","0.07","7282","10235","533","733","20230227","789","19.52","20230104","497","27.77"
"7552","ハピネット","東証PR","卸売","20240126","2841","-37","-1.29","2878","2878","2883","2841","2856.1","50400","0.21","143947","68326","2378","3380","20240116","2890","1.7","20230406","1790","58.72"
"7554","幸楽苑ホールディングス","東証PR","小売","20240126","1218","-5","-0.41","1223","1224","1233","1218","1223.51","45500","0.26","55670","21247","923","1523","20240110","1304","6.6","20230821","971","25.44"
"7555","大田花き","東証ST","卸売","20240126","769","0","0","769","769","769","769","769","200","0","154","4230","619","919","20230512","1060","27.45","20230601","737","4.34"
"7559","ジーエフシー","東証ST","卸売","20240126","1500","6","0.4","1494","1492","1500","1492","1496.4","1000","0.02","1496","8654","1194","1794","20230710","1689","11.19","20230207","1350","11.11"
"7561","ハークスレイ","東証ST","小売","20240126","915","-17","-1.82","932","930","930","911","918.38","42800","0.19","39307","20176","782","1082","20240118","1015","9.85","20230601","605","51.24"
"7562","安楽亭","東証ST","小売","20240126","7230","10","0.14","7220","7240","7240","7210","7226.67","1500","0.06","10840","16712","5720","8720","20230915","7790","7.19","20230105","6920","4.48"
